HPSA.Discipline.Class,HPSA.Score,HPSA.FTE,HPSA.Designation.Population,Common.Region.Name,HPSA.Shortage,HPSA.Designation.Date,Perc.Pop.Below.Poverty,Perc.Pop.Served,HPSA_score_high,prediction,prediction.val
Dental Health,18,0,8835,Region 7,2.21,3/1/2022,0.163,0,1,0.45552887,0
Dental Health,10,0,1409,Region 5,0.28,3/1/2022,0.179,0,0,0.384117396,0
Dental Health,15,11.4442,75443,Region 5,7.4158,3/1/2022,0.208,0.606775977,0,0.054796832,0
Dental Health,15,0.3606,8119,Region 5,1.6694,2/1/2020,0.141,0.17760808,0,0.147027001,0
Dental Health,15,0.6156,18269,Region 5,3.9544,3/1/2022,0.149,0.134763808,0,0.190711808,0
Dental Health,15,0.6156,18269,Region 5,3.9544,3/1/2022,0.149,0.134763808,0,0.190711808,0
Dental Health,13,0.36,3225,Region 5,0.28,3/1/2022,0.098,0.558139535,0,0.021809766,0
Dental Health,7,3.2064,14254,Region 5,0.3536,3/1/2022,0.116,0.899817595,0,0.00789046,0
Dental Health,18,0.9635,34314,Region 3,7.6165,2/1/2022,0.153,0.112315673,1,0.259191624,0
Dental Health,15,1.2,43277,Region 3,7.46,5/1/2022,0.146,0.138641773,0,0.220399316,0
Dental Health,15,10.32,141275,Region 3,17.94,6/1/2022,0.122,0.365245089,0,0.044935554,0
Dental Health,19,0,3132,Region 4,0.78,5/1/2022,0.213,0,1,0.614854594,1
Dental Health,19,0.1045,8671,Region 4,2.0655,4/1/2019,0.205,0.048206666,1,0.545545247,1
Dental Health,21,0.1203,3923,Region 4,0.8597,4/1/2022,0.346,0.122610247,1,0.929820182,1
Dental Health,17,0.5664,29596,Region 4,6.8336,1/1/2020,0.195,0.076564401,0,0.491390693,0
Dental Health,21,0,6971,Region 4,1.74,5/1/2019,0.32,0,1,0.925007245,1
Dental Health,15,0.5578,13237,Region 4,2.7522,6/1/2020,0.092,0.168542721,0,0.085918771,0
Dental Health,15,0.1838,5652,Region 4,1.2262,7/1/2021,0.146,0.130042463,0,0.228193468,0
Dental Health,21,0,5514,Region 4,1.38,3/1/2022,0.38,0,1,0.974379574,1
Dental Health,17,0.2036,10440,Region 4,2.4064,9/1/2019,0.169,0.077969349,0,0.355654894,0
Dental Health,20,0,8311,Region 4,2.08,5/1/2022,0.265,0,1,0.81462492,1
Dental Health,17,0.5011,14933,Region 4,3.2289,8/1/2018,0.196,0.134199424,0,0.432126607,0
Dental Health,19,0.7556,10311,Region 4,1.8244,3/1/2021,0.252,0.293085055,1,0.556039902,1
Dental Health,16,0,7644,Region 4,1.91,4/1/2018,0.198,0,0,0.552288781,1
Dental Health,16,0,7644,Region 4,1.91,4/1/2018,0.198,0,0,0.552288781,1
Dental Health,15,0,2607,Region 4,0.65,7/1/2019,0.158,0,0,0.360093743,0
Dental Health,17,0,3072,Region 4,0.77,9/1/2019,0.16,0,0,0.369475866,0
Dental Health,11,0,1883,Region 4,0.47,5/1/2022,0.168,0,0,0.403710266,0
Dental Health,17,0,5801,Region 4,1.45,7/1/2021,0.182,0,0,0.47426246,0
Dental Health,22,0.1123,7646,Region 4,1.7977,3/1/2021,0.344,0.058723516,1,0.941049848,1
Dental Health,19,0,5562,Region 4,1.39,4/1/2022,0.229,0,1,0.686563484,1
Dental Health,21,0.2306,7803,Region 4,1.7194,4/1/2022,0.308,0.118159682,1,0.868524607,1
Dental Health,19,0,5258,Region 4,1.31,3/1/2017,0.204,0,1,0.576817973,1
Dental Health,17,0.141,3087,Region 4,0.629,7/1/2018,0.172,0.182701652,0,0.288481359,0
Dental Health,22,0.1058,3397,Region 4,0.7442,11/1/2020,0.305,0.124521637,1,0.858347577,1
Dental Health,17,0.3505,12239,Region 4,2.7095,3/1/2020,0.151,0.114551842,0,0.257636829,0
Dental Health,15,0,3839,Region 4,0.96,11/1/2019,0.097,0,0,0.151730931,0
Dental Health,15,3.3151,33520,Region 4,5.0649,1/1/2022,0.132,0.395584726,0,0.072115556,0
Dental Health,19,0.1501,12976,Region 4,3.0899,9/1/2019,0.253,0.046239211,1,0.753078764,1
Dental Health,19,0.1031,8160,Region 4,1.9369,9/1/2019,0.23,0.050490196,1,0.655955391,1
Dental Health,21,0.5051,18360,Region 4,4.0849,3/1/2022,0.306,0.110021786,1,0.870094782,1
Dental Health,17,0.1281,11912,Region 4,2.8519,5/1/2022,0.168,0.042981867,0,0.381133641,0
Dental Health,19,0,5555,Region 4,1.39,5/1/2022,0.227,0,1,0.678365122,1
Dental Health,17,4.6278,98306,Region 5,19.9522,12/1/2017,0.155,0.188299799,0,0.175686182,0
Dental Health,15,0.2118,5680,Region 5,1.2082,9/1/2021,0.126,0.149119718,0,0.124887191,0
Dental Health,15,0.2118,5680,Region 5,1.2082,9/1/2021,0.126,0.149119718,0,0.124887191,0
Dental Health,19,6.1468,65351,Region 4,10.1932,2/1/2022,0.249,0.376229897,1,0.388506933,0
Dental Health,12,0.24,1005,Region 4,0.01,3/1/2021,0.203,0.955223881,0,0.058233503,0
Dental Health,16,4.1625,25476,Region 4,2.2075,1/1/2022,0.243,0.653556288,0,0.194130795,0
Dental Health,17,0.8,8003,Region 4,1.2,2/1/2022,0.258,0.399850056,0,0.495568893,0
Dental Health,13,6.0025,44708,Region 4,5.1775,11/1/2021,0.248,0.537040351,0,0.253411264,0
Dental Health,17,0,3368,Region 4,0.84,7/1/2021,0.166,0,0,0.396663047,0
Dental Health,15,0.1711,37907,Region 4,9.3089,3/1/2022,0.14,0.018044161,0,0.311637476,0
Dental Health,18,0,7916,Region 4,1.98,3/1/2022,0.19,0,1,0.515059145,1
Dental Health,18,1.0334,9003,Region 4,1.2166,11/1/2020,0.218,0.459180273,1,0.271920416,0
Dental Health,16,0.3575,70302,Region 3,17.2225,12/1/2021,0.113,0.020340815,0,0.225325934,0
Dental Health,15,0.1277,54500,Region 3,13.4923,11/1/2021,0.135,0.009376147,0,0.300320697,0
Dental Health,19,13.0217,108764,Region 9,14.1683,3/1/2021,0.31,0.478899268,1,0.275989806,0
Dental Health,22,4.2556,137984,Region 9,30.2444,11/1/2020,0.371,0.123362129,1,0.929109771,1
Dental Health,10,0,1504,Region 9,0.38,7/1/2022,0.149,0,0,0.185392253,0
Dental Health,16,4.2047,62631,Region 9,11.4553,10/1/2020,0.14,0.268541138,0,0.064417657,0
Dental Health,15,1.1568,17862,Region 9,3.3132,9/1/2017,0.13,0.259041541,0,0.062413609,0
Dental Health,9,5.0618,25588,Region 9,1.3382,10/1/2017,0.145,0.791269345,0,0.01043744,0
Dental Health,9,5.0618,25588,Region 9,1.3382,10/1/2017,0.145,0.791269345,0,0.01043744,0
Dental Health,15,0.7368,6159,Region 9,0.8032,3/1/2022,0.181,0.478486767,0,0.079183705,0
Dental Health,15,1.32,20952,Region 9,3.92,11/1/2017,0.129,0.252004582,0,0.062446501,0
Dental Health,19,5.4142,137266,Region 9,28.9058,11/1/2017,0.255,0.157773957,1,0.530643496,1
Dental Health,17,6.1185,66496,Region 3,10.5015,5/1/2017,0.171,0.368052214,0,0.121496096,0
Dental Health,19,0.84,15645,Region 3,3.07,3/1/2017,0.254,0.214765101,1,0.609282382,1
Dental Health,18,0.67,27494,Region 3,6.2,3/1/2017,0.197,0.097475813,1,0.456673528,0
Dental Health,19,0.453,9826,Region 3,2.007,3/1/2017,0.206,0.184408712,1,0.412906334,0
Dental Health,16,0,2589,Region 3,0.65,11/1/2021,0.161,0,0,0.353346366,0
Dental Health,17,1.7941,30255,Region 3,5.7659,5/1/2017,0.186,0.237183937,0,0.279304275,0
Dental Health,12,0.36,2243,Region 3,0.2,3/1/2017,0.123,0.641997325,0,0.03231595,0
Dental Health,18,0,10765,Region 3,2.69,3/1/2017,0.153,0,1,0.329808384,0
Dental Health,18,0,8396,Region 3,2.1,4/1/2017,0.178,0,1,0.437843525,0
Dental Health,17,1.0552,21611,Region 3,4.3448,2/1/2017,0.153,0.1953172,0,0.198381913,0
Dental Health,17,0.91,32289,Region 3,7.16,7/1/2017,0.168,0.11273189,0,0.315869652,0
Dental Health,17,2.2042,18002,Region 3,2.2958,3/1/2017,0.232,0.489778913,0,0.269364346,0
Dental Health,19,1.1565,36851,Region 3,8.0535,3/1/2017,0.207,0.12553255,1,0.479814034,0
Dental Health,19,0,6875,Region 3,1.72,2/1/2017,0.208,0,1,0.576531325,1
Dental Health,13,1.2,11089,Region 3,1.57,2/1/2017,0.145,0.432861394,0,0.084967839,0
Dental Health,19,0,6198,Region 3,1.55,3/1/2017,0.219,0,1,0.625423945,1
Dental Health,15,0.722,4718,Region 3,0.458,11/1/2021,0.26,0.612123781,0,0.321681977,0
Dental Health,19,0,12655,Region 3,3.16,11/1/2021,0.287,0,1,0.862342509,1
Dental Health,13,1.4463,12836,Region 3,1.7637,11/1/2021,0.125,0.450685572,0,0.055625728,0
Dental Health,17,0.432,20407,Region 3,4.668,2/1/2017,0.163,0.084676827,0,0.3128796,0
Dental Health,18,0,5886,Region 3,1.47,11/1/2021,0.152,0,1,0.319568515,0
Dental Health,9,4.6125,26288,Region 3,0.6475,3/1/2017,0.138,0.87728241,0,0.013858655,0
Dental Health,16,0,5827,Region 3,1.46,3/1/2017,0.137,0,0,0.261224188,0
Dental Health,19,1.4006,37081,Region 3,7.8694,5/1/2017,0.223,0.151074674,1,0.527922164,1
Dental Health,18,0,3279,Region 3,0.82,3/1/2017,0.166,0,1,0.376147863,0
Dental Health,18,0,3299,Region 3,0.82,4/1/2017,0.166,0,1,0.376164198,0
Dental Health,18,0.6,10153,Region 3,1.94,5/1/2017,0.159,0.236383335,1,0.194460281,0
Dental Health,17,0.32,5966,Region 3,1.17,3/1/2017,0.167,0.214549112,0,0.233265097,0
Dental Health,12,7.95,54907,Region 3,3.03,9/1/2021,0.097,0.723951409,0,0.007991723,0
Dental Health,19,0.56,7101,Region 3,1.22,3/1/2017,0.211,0.315448528,1,0.331680782,0
Dental Health,15,0,2542,Region 3,0.64,11/1/2021,0.164,0,0,0.366351514,0
Dental Health,20,0.18,6520,Region 3,1.45,2/1/2017,0.221,0.110429448,1,0.545049492,1
Dental Health,19,1.4823,18182,Region 3,3.0677,2/1/2017,0.205,0.326091739,1,0.289128441,0
Dental Health,12,1.503,10285,Region 3,1.067,9/1/2021,0.139,0.584540593,0,0.046885338,0
Dental Health,17,0,9710,Region 3,2.43,2/1/2017,0.176,0,0,0.430397897,0
Dental Health,20,0,5184,Region 3,1.3,3/1/2017,0.217,0,1,0.615165996,1
Dental Health,19,0.36,9647,Region 3,2.05,3/1/2017,0.231,0.149269203,1,0.560275187,1
Dental Health,17,1.0742,25981,Region 4,5.4258,7/1/2021,0.193,0.165390093,0,0.392456374,0
Dental Health,13,1.6576,12552,Region 4,1.4824,1/1/2020,0.177,0.528202677,0,0.115491049,0
Dental Health,13,16.9277,131757,Region 4,16.0123,1/1/2020,0.162,0.513908179,0,0.029299766,0
Dental Health,13,6.9394,63441,Region 4,8.9206,1/1/2020,0.118,0.437540392,0,0.037916803,0
Dental Health,19,0.464,12613,Region 4,2.686,1/1/2020,0.216,0.147149766,1,0.513840679,1
Dental Health,13,1.2476,9484,Region 4,1.1224,7/1/2021,0.15,0.526149304,0,0.075430678,0
Dental Health,15,8.715,64528,Region 4,7.415,1/1/2020,0.203,0.540230598,0,0.102765554,0
Dental Health,17,0.2135,9438,Region 4,2.1465,1/1/2020,0.161,0.090485272,0,0.311735571,0
Dental Health,17,0.6228,14978,Region 4,3.1172,7/1/2021,0.196,0.166310589,0,0.403803887,0
Dental Health,15,0,19524,Region 10,4.88,11/1/2021,0.061,0,0,0.066525707,0
Dental Health,10,9.753,51969,Region 10,3.237,11/1/2021,0.107,0.750678289,0,0.005612521,0
Dental Health,16,0.3415,10741,Region 10,2.3485,12/1/2021,0.144,0.127176241,0,0.172654427,0
Dental Health,15,0.6254,29253,Region 10,6.6846,3/1/2021,0.194,0.085529689,0,0.396499833,0
Dental Health,13,1.3051,12880,Region 10,1.9149,12/1/2017,0.217,0.405279503,0,0.236091,0
Dental Health,17,7.8216,81040,Region 10,12.4384,12/1/2017,0.155,0.386056269,0,0.062367558,0
Dental Health,13,3.0635,37050,Region 10,6.1965,3/1/2021,0.181,0.33074224,0,0.154352311,0
Dental Health,16,0.12,6892,Region 10,1.6,8/1/2021,0.121,0.069645966,0,0.140130386,0
Dental Health,17,0.6699,32262,Region 4,7.4001,5/1/2018,0.151,0.083069865,0,0.292246953,0
Dental Health,17,0.3778,5470,Region 4,0.9922,8/1/2021,0.159,0.276234004,0,0.18844185,0
Dental Health,15,0.5,15968,Region 4,3.49,9/1/2021,0.132,0.125250501,0,0.190197961,0
Dental Health,15,0.2,5356,Region 4,1.14,8/1/2021,0.125,0.149365198,0,0.157056506,0
Dental Health,16,0.3138,13209,Region 4,2.9862,6/1/2020,0.136,0.095010977,0,0.219258767,0
Dental Health,15,0.5661,38574,Region 4,9.0739,7/1/2022,0.146,0.058692383,0,0.298781739,0
Dental Health,15,5.3428,106962,Region 4,21.3972,8/1/2020,0.146,0.199799929,0,0.181592951,0
Dental Health,17,2.1116,61183,Region 4,13.1884,6/1/2020,0.154,0.138044882,0,0.26566867,0
Dental Health,11,0,10551,Region 4,2.11,6/1/2020,0.091,0,0,0.141734566,0
Dental Health,15,6.4399,78129,Region 4,13.0901,8/1/2020,0.144,0.329711119,0,0.094893554,0
Dental Health,16,0.592,17975,Region 2,3.898,7/1/2019,0.149,0.131738526,0,0.022035365,0
Dental Health,11,1.08,6576,Region 5,0.24,9/1/2021,0.083,0.821167883,0,0.006755426,0
Dental Health,8,0.72,4151,Region 5,0.11,4/1/2022,0.112,0.867260901,0,0.010394877,0
Dental Health,15,4.1803,28095,Region 5,2.8397,3/1/2022,0.229,0.595159281,0,0.144616814,0
Dental Health,15,4.1803,28095,Region 5,2.8397,3/1/2022,0.229,0.595159281,0,0.144616814,0
Dental Health,15,0.5451,13412,Region 5,2.8049,8/1/2018,0.167,0.162541008,0,0.229372697,0
Dental Health,18,0.5235,13505,Region 5,2.8565,8/1/2018,0.184,0.155053684,1,0.296603284,0
Dental Health,15,4.8,50918,Region 3,7.93,2/1/2022,0.09,0.377076869,0,0.030403557,0
Dental Health,15,1.2,36689,Region 3,6.14,12/1/2018,0.086,0.163536755,0,0.075094426,0
Dental Health,22,0.2471,8609,Region 4,1.9029,7/1/2018,0.312,0.114763619,1,0.878345018,1
Dental Health,19,0,5737,Region 4,1.43,5/1/2022,0.241,0,1,0.733395428,1
Dental Health,19,0.2563,8049,Region 4,1.7537,8/1/2021,0.254,0.127345012,1,0.697681206,1
Dental Health,17,0.4186,7368,Region 4,1.4214,8/1/2017,0.152,0.227198697,0,0.192820212,0
Dental Health,15,0,3444,Region 4,0.86,5/1/2022,0.145,0,0,0.306626319,0
Dental Health,21,0.8582,17422,Region 4,3.5018,3/1/2022,0.332,0.197049707,1,0.887834244,1
Dental Health,19,0.1223,10195,Region 4,2.4277,8/1/2019,0.226,0.047964689,1,0.642653001,1
Dental Health,19,1.9113,28388,Region 4,5.1887,12/1/2021,0.249,0.269303931,1,0.550420129,1
Dental Health,17,0.3731,7094,Region 4,1.3969,8/1/2021,0.177,0.210318579,0,0.288699599,0
Dental Health,19,2.9111,33698,Region 4,5.5089,8/1/2021,0.232,0.345539795,1,0.388268947,0
Dental Health,19,0,4133,Region 4,1.03,8/1/2019,0.292,0,1,0.877279204,1
Dental Health,14,0,4497,Region 4,1.12,9/1/2017,0.178,0,0,0.453602974,0
Dental Health,15,0.9142,17100,Region 4,3.3658,3/1/2020,0.188,0.213859649,0,0.32840906,0
Dental Health,17,0,3065,Region 4,0.77,7/1/2019,0.153,0,0,0.339208994,0
Dental Health,15,0.204,8746,Region 4,1.986,5/1/2022,0.121,0.093299794,0,0.173672095,0
Dental Health,19,0.17,10757,Region 4,2.52,9/1/2017,0.212,0.063214651,1,0.567404255,1
Dental Health,21,0,3361,Region 4,0.84,6/1/2021,0.346,0,1,0.951817598,1
Dental Health,19,0,5259,Region 4,1.31,9/1/2019,0.213,0,1,0.617716573,1
Dental Health,15,0.2293,6877,Region 4,1.4907,3/1/2021,0.141,0.133343027,0,0.210458836,0
Dental Health,16,0,3477,Region 4,0.87,11/1/2019,0.144,0,0,0.30266483,0
Dental Health,17,0.1633,6582,Region 4,1.4867,8/1/2021,0.175,0.099209967,0,0.362411758,0
Dental Health,17,0,5589,Region 4,1.4,5/1/2022,0.181,0,0,0.469257115,0
Dental Health,17,0.1468,6193,Region 4,1.4032,5/1/2017,0.198,0.094784434,0,0.470957542,0
Dental Health,21,0.7054,15816,Region 4,3.2446,3/1/2021,0.359,0.178426909,1,0.933884124,1
Dental Health,17,0,6202,Region 4,1.55,7/1/2019,0.157,0,0,0.360459826,0
Dental Health,17,0,7612,Region 4,1.9,6/1/2019,0.199,0,0,0.556909076,1
Dental Health,17,0.133,4989,Region 4,1.117,5/1/2022,0.199,0.106634596,0,0.465059617,0
Dental Health,17,0,5236,Region 4,1.31,7/1/2019,0.187,0,0,0.497068261,0
Dental Health,19,0,7310,Region 4,1.83,8/1/2021,0.282,0,1,0.857663842,1
Dental Health,13,0,2913,Region 4,0.73,4/1/2018,0.178,0,0,0.451380408,0
Dental Health,19,0,3848,Region 4,0.96,9/1/2017,0.28,0,1,0.850489826,1
Dental Health,21,0.3491,12560,Region 4,2.7909,9/1/2019,0.336,0.111146497,1,0.920692572,1
Dental Health,17,0,2728,Region 4,0.68,5/1/2022,0.237,0,0,0.71487453,1
Dental Health,15,0.12,4440,Region 4,0.99,5/1/2022,0.117,0.108108108,0,0.154943964,0
Dental Health,21,0,10477,Region 4,2.62,8/1/2021,0.334,0,1,0.942517686,1
Dental Health,11,0,4728,Region 5,0.95,9/1/2021,0.116,0,0,0.161705479,0
Dental Health,17,0.5653,8953,Region 5,1.6747,9/1/2018,0.165,0.252541048,0,0.173347558,0
Dental Health,19,0.6,11825,Region 4,2.36,1/1/2022,0.251,0.202959831,1,0.626958055,1
Dental Health,15,0,4077,Region 4,1.02,3/1/2022,0.143,0,0,0.299406387,0
Dental Health,20,0.8144,11192,Region 4,1.9856,1/1/2022,0.223,0.291100786,1,0.420878329,0
Dental Health,20,0.2013,2390,Region 4,0.3987,3/1/2022,0.216,0.336820084,1,0.361309581,0
Dental Health,20,0,8717,Region 4,2.18,2/1/2022,0.304,0,1,0.902023956,1
Dental Health,15,0.84,11253,Region 4,1.97,3/1/2022,0.254,0.298587043,0,0.559789146,1
Dental Health,18,0,5738,Region 4,1.43,3/1/2022,0.155,0,1,0.351179927,0
Dental Health,15,0.3504,2865,Region 4,0.3696,2/1/2022,0.189,0.489354276,0,0.171046037,0
Dental Health,17,1.0688,30275,Region 4,6.5012,3/1/2022,0.181,0.141205615,0,0.363018997,0
Dental Health,15,0.21,5594,Region 4,1.19,2/1/2017,0.136,0.150160887,0,0.18622189,0
Dental Health,17,0,16123,Region 4,4.03,2/1/2022,0.15,0,0,0.343174494,0
Dental Health,18,0,3506,Region 4,0.88,8/1/2021,0.185,0,1,0.485161856,0
Dental Health,14,0,12181,Region 4,3.05,2/1/2022,0.199,0,0,0.563339521,1
Dental Health,19,0.2104,18815,Region 4,4.4896,3/1/2022,0.236,0.044751528,1,0.695121528,1
Dental Health,17,0,2753,Region 4,0.69,3/1/2021,0.268,0,0,0.818376985,1
Dental Health,18,0.4339,11065,Region 9,2.3361,7/1/2022,0.194,0.156891098,1,0.245043971,0
Dental Health,9,23.2,118203,Region 9,0.44,4/1/2022,0.135,0.981362571,0,0.000800152,0
Dental Health,19,1.6843,59594,Region 9,13.2157,11/1/2017,0.272,0.113048293,1,0.647569728,1
Dental Health,15,0,9709,Region 9,2.43,12/1/2017,0.149,0,0,0.192554269,0
Dental Health,15,0,1590,Region 9,0.4,10/1/2017,0.325,0,0,0.863823756,1
Dental Health,16,0,4686,Region 5,1.17,3/1/2022,0.106,0,0,0.137901215,0
Dental Health,15,0.2716,14401,Region 5,3.3284,3/1/2022,0.107,0.07541143,0,0.115999405,0
Dental Health,17,0,8263,Region 5,2.07,3/1/2022,0.15,0,0,0.27277108,0
Dental Health,15,0.125,6076,Region 5,1.395,3/1/2022,0.132,0.082290981,0,0.166708203,0
Dental Health,15,0,4890,Region 5,1.22,3/1/2022,0.135,0,0,0.216963326,0
Dental Health,16,0,4803,Region 5,1.2,3/1/2022,0.123,0,0,0.180822606,0
Dental Health,6,1.7475,10314,Region 3,0.3125,12/1/2021,0.1,0.847197983,0,0.009808682,0
Dental Health,16,0,3099,Region 3,0.77,12/1/2021,0.13,0,0,0.233695715,0
Dental Health,17,3.4213,42927,Region 3,7.3087,9/1/2021,0.16,0.318797028,0,0.138443841,0
Dental Health,17,3.4213,42927,Region 3,7.3087,9/1/2021,0.16,0.318797028,0,0.138443841,0
Dental Health,16,0.2908,17960,Region 3,4.1992,12/1/2020,0.109,0.064755011,0,0.149204665,0
Dental Health,18,0,3220,Region 3,0.8,12/1/2021,0.178,0,1,0.430585945,0
Dental Health,15,0.144,5377,Region 6,1.196,7/1/2020,0.144,0.107122931,0,0.196822723,0
Dental Health,5,0,576,Region 6,0.14,8/1/2020,0.117,0,0,0.169749856,0
Dental Health,13,0,2083,Region 6,0.42,2/1/2020,0.196,0,0,0.478457003,0
Dental Health,15,0,9936,Region 6,1.99,1/1/2020,0.152,0,0,0.293848498,0
Dental Health,15,0,3571,Region 6,0.71,2/1/2020,0.149,0,0,0.275482482,0
Dental Health,7,0,1252,Region 6,0.25,2/1/2020,0.08,0,0,0.092495725,0
Dental Health,8,2.31,10950,Region 6,0.43,7/1/2020,0.259,0.843835616,0,0.141868034,0
Dental Health,18,1.66,10326,Region 6,0.92,1/1/2020,0.336,0.643036994,1,0.59100551,1
Dental Health,25,1.3268,15369,Region 5,2.5132,7/1/2018,0.615,0.345305485,1,0.998632112,1
Dental Health,19,0.309,17405,Region 5,4.041,12/1/2017,0.29,0.071014076,1,0.810762844,1
Dental Health,21,0.2733,10183,Region 5,2.2767,12/1/2017,0.374,0.107335756,1,0.947423155,1
Dental Health,18,0,5284,Region 5,1.32,10/1/2017,0.171,0,1,0.354198508,0
Dental Health,21,0,14467,Region 5,3.62,12/1/2017,0.357,0,1,0.95110457,1
Dental Health,21,0.71,10421,Region 5,1.9,12/1/2017,0.379,0.272526629,1,0.917632535,1
Dental Health,19,0.1103,11399,Region 5,2.7397,12/1/2017,0.207,0.038687604,1,0.494674917,0
Dental Health,16,0.12,9896,Region 2,2.35,5/1/2018,0.1,0.048504446,0,0.011622414,0
Dental Health,15,1.2329,62373,Region 2,14.3571,8/1/2019,0.136,0.079072676,0,0.024148334,0
Dental Health,16,0.13,13937,Region 2,3.35,4/1/2019,0.109,0.037310756,0,0.014545406,0
Dental Health,18,0.1332,14162,Region 2,3.4068,4/1/2019,0.177,0.037635927,1,0.050669125,0
Dental Health,12,0,1975,Region 9,0.49,3/1/2022,0.198,0,0,0.365562299,0
Dental Health,18,0,4089,Region 7,1.02,4/1/2022,0.172,0,1,0.491179296,0
Dental Health,18,0,8076,Region 7,2.02,3/1/2022,0.177,0,1,0.520483373,1
Dental Health,9,13.01,65453,Region 7,0.08,7/1/2022,0.095,0.99384291,0,0.002636311,0
Dental Health,9,13.01,65453,Region 7,0.08,7/1/2022,0.095,0.99384291,0,0.002636311,0
Dental Health,17,0.2455,15381,Region 7,3.6045,3/1/2022,0.15,0.063845004,0,0.349947884,0
Dental Health,10,19.62,101687,Region 7,0.72,6/1/2022,0.104,0.964725088,0,0.001818513,0
Dental Health,20,0.2018,9402,Region 7,2.1482,12/1/2017,0.208,0.085832802,1,0.593635328,1
Dental Health,20,0.2018,9402,Region 7,2.1482,12/1/2017,0.208,0.085832802,1,0.593635328,1
Dental Health,20,0.2018,9402,Region 7,2.1482,12/1/2017,0.208,0.085832802,1,0.593635328,1
Dental Health,19,0.48,12905,Region 7,2.1,4/1/2022,0.241,0.185974429,1,0.660557013,1
Dental Health,14,0,1681,Region 1,0.42,9/1/2021,0.26,0,0,0.706866632,1
Dental Health,14,0,1681,Region 1,0.42,9/1/2021,0.26,0,0,0.706866632,1
Dental Health,14,0,1681,Region 1,0.42,9/1/2021,0.26,0,0,0.706866632,1
Dental Health,12,0,1969,Region 1,0.49,8/1/2021,0.167,0,0,0.293950886,0
Dental Health,18,0,12069,Region 1,3.02,10/1/2021,0.187,0,1,0.391598662,0
Dental Health,18,0,12069,Region 1,3.02,10/1/2021,0.187,0,1,0.391598662,0
Dental Health,12,0.504,3456,Region 1,0.356,9/1/2021,0.128,0.583333333,0,0.028967075,0
Dental Health,12,0.504,3456,Region 1,0.356,9/1/2021,0.128,0.583333333,0,0.028967075,0
Dental Health,15,1.1038,27402,Region 5,5.7462,12/1/2018,0.149,0.161119626,0,0.176880341,0
Dental Health,13,2.65,16136,Region 5,1.38,12/1/2018,0.15,0.656916212,0,0.034113741,0
Dental Health,9,1.9824,7981,Region 5,0.0176,9/1/2021,0.172,0.993609823,0,0.018798547,0
Dental Health,19,0.2468,9998,Region 5,2.2532,9/1/2021,0.21,0.098719744,1,0.455271635,0
Dental Health,15,1.6476,49002,Region 4,10.6024,3/1/2021,0.114,0.134484307,0,0.145148089,0
Dental Health,19,2.91,61424,Region 4,12.45,5/1/2017,0.205,0.189502475,1,0.42225538,0
Dental Health,10,0,1198,Region 9,0.3,8/1/2020,0.195,0,0,0.351510852,0
Dental Health,20,0.4563,16569,Region 9,3.6837,8/1/2020,0.299,0.110145452,1,0.738084775,1
Dental Health,13,1.4138,12570,Region 9,1.7262,3/1/2022,0.142,0.449880668,0,0.041158476,0
Dental Health,14,1.5,10015,Region 9,1,5/1/2022,0.359,0.599101348,0,0.612271545,1
Dental Health,21,0,7724,Region 9,1.93,8/1/2020,0.328,0,1,0.874247523,1
Dental Health,21,0,7724,Region 9,1.93,8/1/2020,0.328,0,1,0.874247523,1
Dental Health,18,0,3202,Region 9,0.8,8/1/2020,0.176,0,1,0.27684218,0
Dental Health,16,1.32,23210,Region 10,4.48,4/1/2022,0.079,0.227488152,0,0.040544143,0
Dental Health,16,8.415,103218,Region 10,12.225,4/1/2022,0.102,0.40763239,0,0.022445957,0
Dental Health,16,0,6784,Region 10,1.36,4/1/2022,0.108,0,0,0.138432355,0
Mental Health,15,4,217275,Region 4,10.48,3/1/2017,0.186,0.368196985,0,0.325341458,0
Mental Health,15,4,217275,Region 4,10.48,3/1/2017,0.186,0.368196985,0,0.325341458,0
Mental Health,15,4,217275,Region 4,10.48,3/1/2017,0.186,0.368196985,0,0.325341458,0
Mental Health,15,4,217275,Region 4,10.48,3/1/2017,0.186,0.368196985,0,0.325341458,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,13,8.275,246159,Region 4,8.135,3/1/2017,0.188,0.672329673,0,0.112163981,0
Mental Health,18,0.5666,145227,Region 4,9.1134,7/1/2018,0.153,0.078029568,1,0.425382002,0
Mental Health,18,0.5666,145227,Region 4,9.1134,7/1/2018,0.153,0.078029568,1,0.425382002,0
Mental Health,18,0.5666,145227,Region 4,9.1134,7/1/2018,0.153,0.078029568,1,0.425382002,0
Mental Health,17,1.3736,156236,Region 4,9.0464,7/1/2018,0.162,0.175836555,0,0.378571773,0
